Id,File_name,Country,City,Address,Lat,Long,Streetview,Lat_decimal,Long_decimal,Text,Color,Background_color,Weight,Case,Composition,Image,@img
63,britannic63,USA,New York,Lafayettee St,"40°43'33.9""N","73°59'40.6""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1452183617159!6m8!1m7!1sHI1cs9Aoo2x8mQg8ijjcqA!2m2!1d40.72603923775314!2d-73.99455949084712!3f300.8398025348287!4f1.3937798811500386!5f1.9587109090973311,40.726074,-73.994602,M&D Shapiro Hardware,#ffffff,#006400,bold,uppercase,horizontal,https://images.unsplash.com/photo-1726041453467-5fa7dce0251d?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHw1Mnx8fGVufDB8fHx8fA%3D%3D,britannic_063.jpg
64,britannic64,USA,New York,Canal Street,"40°42'55.8""N","73°59'37.9""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1452184122137!6m8!1m7!1sdGAbgEQi2zAE31HtE9z16A!2m2!1d40.71545545305985!2d-73.99374814673683!3f11.835863373548793!4f-0.45180927422526906!5f0.4000000000000002,40.715502,-73.993853,NY-NC-SC-GA-FL,#FF0000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1726056652663-8f1e42b2fc95?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHw1OHx8fGVufDB8fHx8fA%3D%3D,britannic_064.jpg
65,britannic65,USA,Brooklyn,Van Brunt St,"40°40'37.5""N","74°00'47.6""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1452184487851!6m8!1m7!1sNceyzziL2d7uxHoLZ-m-RA!2m2!1d40.6770840951746!2d-74.0131970193699!3f311.86609642057294!4f-0.5895467492306352!5f0.4000000000000002,40.677079,-74.01323,Stationery Natural/Organic Cosmetics Baby Needs Diabetic Supplies/Shoes Free pick-up Free Delivery Homeopathic Compounding Human & Animal Most Insurance Accepted • Flu Shots,#000000,#ffffff,ultra,lowercase,vertical,https://images.unsplash.com/photo-1674407729043-c21b71fded37?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDYwfDZzTVZqVExTa2VRfHxlbnwwfHx8fHw%3D,britannic_065.jpg
66,britannic66,Italy,Milano,via Spontini,"45° 28' 54.69"" N","9° 12' 48.27"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1456255982310!6m8!1m7!1sT1dHhkiM3oFJost_RTyEsA!2m2!1d45.48186701941!2d9.213522936948928!3f215.62861776141847!4f1.3715919162431192!5f0.4000000000000002,45.481888,9.213419,Sartoria Riparazioni,#0000FF,#ffffff,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1725489891089-5960671a3433?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDk4fDZzTVZqVExTa2VRfHxlbnwwfHx8fHw%3D,britannic_066.jpg
67,britannic67,Italy,Milano,Corso Buenos Aires,"45° 29' 2.448"" N","9° 12' 53.382"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1456256168405!6m8!1m7!1sGho4Zl6Yn8Uv216Q3HBQ_g!2m2!1d45.48370781048951!2d9.214240321973588!3f282.3193258623556!4f-1.1100061900614264!5f0.4000000000000002,45.483742,9.214206,Erboristeria “Vivinatura” Angolo Via Mercadante,green,#000000,bold,uppercase,horizontal,https://images.unsplash.com/photo-1725476479171-4728f92dfa9c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDEwNHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_067.jpg
68,britannic68,Italy,Roma,via delle Quattro Fontane,"41° 54' 5.508"" N","12° 29' 29.22"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1457956458588!6m8!1m7!1sWTtKLlRw3-1X3HkeDcndjw!2m2!1d41.90152804569128!2d12.49148715689386!3f54.94062359114648!4f-4.4091120309918495!5f1.9587109090973311,41.90154,12.491434,Centro convenzionato con easy welfare srl,#0000FF,#ffffff,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1682686580036-b5e25932ce9a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDEzNnw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_068.jpg
69,britannic69,Italy,Milano,via Meda,"45° 26' 38.94"" N","9° 10' 44.73"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1454326048394!6m8!1m7!1sxg9SP5kupClrd9fHkCvmcQ!2m2!1d45.44399038597963!2d9.179056173673665!3f122.82853916490768!4f0.4847822699525324!5f0.7820865974627469,45.444195,9.179092,Alimentari snc prodotti: Asia - Africa - Sud America,#FF0000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1725294692057-12a381e1f6fd?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDE0OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_069.jpg
70,britannic70,Italy,Brugherio,Via dei Mille,x,x,x,x,x,x,#000000,#ffffff,regular,uppercase,horizontal,https://images.unsplash.com/photo-1723941839547-1e3e7d168173?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDE2OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_070.jpg
71,britannic71,Portugal,Arraiolos,Rua do Bairro Serpa Pinto,"38°43'24.0""N","7°59'16.0""W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1470840181906!6m8!1m7!1sl0wEpcjYAhvkXEJYMizrSQ!2m2!1d38.7233442!2d-7.9877409!3f44.61837279223137!4f-2.089564447686442!5f1.9587109090973311,38.723331,-7.987771,arrenda-se ,#000000,#ffffff,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1496706855297-b6e1fe527339?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDIzOHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_071.jpg
72,britannic72,Italy,Quarto d'Altino,via Roma,"45° 34' 54.5118""","12° 21' 55.6842""",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1469609903941!6m8!1m7!1s5nkf8sihWJN-ynizlgUqlQ!2m2!1d45.58176400911297!2d12.36554338431508!3f15.661031273218933!4f2.725465955153922!5f2.269284685421556,,12.365468,Aperto tutto i giorni 7:00 - 12:00 fino al 31 agosto,#000000,#FFDE21,bold,uppercase,horizontal,https://images.unsplash.com/photo-1724508772090-020b21b14da6?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDI3MXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_072.jpg
73,britannic73,Italy,Scorzè ,via Venezia,"45° 33' 54"" N","12° 7' 13.59"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1469610353686!6m8!1m7!1swnEw496dXfRKP9SNEwAb5g!2m2!1d45.5649619317258!2d12.12052481432544!3f246.96488424757544!4f3.069435365651003!5f1.901697587659037,45.564953,12.120485,"Menù prezzo fisso 11,00",#000000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1724597233378-249fd99848b0?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDMzM3w2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_073.jpg
74,britannic74,Netherlands,Amsterdam,Alexanderplein,"52° 21' 47.592"" N","4° 55' 8.85"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1469611002048!6m8!1m7!1s1fEQvkp_LGDhctBVpHb9Lg!2m2!1d52.3632708!2d4.9195106!3f278.75738259545375!4f-0.14036070918412236!5f0.7820865974627469,52.363272,4.919271,Restaurant Elkaar,#ffffff,#000000,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1723920449193-cba2f39a4d0c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDM1NXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_074.jpg
75,britannic75,Netherlands,Amsterdam,Binnengasthuisstraat,"52° 22' 8.322"" N","4° 53' 40.32"" E",,52.368978,4.894584,Stap in het Amsterdam van de zestiende eeuw,#ffffff,#FF0000,bold,uppercase,vertical,https://images.unsplash.com/photo-1660678519362-2099db408451?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDM5OXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_075.jpg
76,britannic76,Netherlands,Amsterdam,Binnengasthuisstraat,"52° 22' 8.322"" N","4° 53' 40.32"" E",,52.368978,4.894584,Babel.,#000000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1722846324724-2cb3f396358c?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQwOXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_076.jpg
77,britannic77,Italy,Milano,via Cappellini,"45° 28' 52.488"" N","9° 12' 10.938"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1472654030113!6m8!1m7!1sOQXSwZrf1x-5sAPkzd_cpg!2m2!1d45.48122848521066!2d9.203077357673237!3f190.95670524375518!4f1.4469031399069934!5f0.4000000000000002,45.481247,9.203038,Etineris prenotazioni hotel,#FFA500,#FF0000,ultra,smallcaps,w other,https://images.unsplash.com/photo-1723845629153-7e0d0a5e44c3?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQyNXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_077.jpg
78,britannic78,Italy,Milano,via Medici,"45° 27' 38.838"" N","9° 10' 52.452"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1477235990104!6m8!1m7!1sGXfwoPi8aTWOuCkee1wZHw!2m2!1d45.46073610289137!2d9.18121830315539!3f11.487055631883825!4f-1.2287377020577708!5f0.4000000000000002,45.460788,9.181237,Dixter kx disinfettante per vasca idromassaggio,#0000FF,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723712286025-1eb6a851420a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQzOHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_078.jpg
79,britannic79,Italy,Venezia,via Orlanda,"45°29'57.6""N","12°19'14.3""E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1475249161181!6m8!1m7!1sPY_cmFG5CsfH81J02YLu4A!2m2!1d45.49953263490377!2d12.32050570097649!3f140.90694973667087!4f1.5220182326415852!5f0.7820865974627469,45.499333,12.320639,Venice Park Service,#000000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723576016880-6d388559351a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ0MHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_079.jpg
80,britannic80,Turkey,Köyceğiz,Fevzi Paşa Caddesi,"36° 57' 31.992"" N","28° 41' 22.392"" E",,36.958887,28.689553,Future,#000000,#ffffff,bold,smallcaps,horizontal,https://images.unsplash.com/photo-1723645579079-58a107f1d852?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ1NXw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_080.jpg
81,britannic81,Turkey,Ortaca,Gökbel Köyü,"36° 46' 46.878"" N","28° 39' 31.872"" E",,36.779688,28.658853,Alev gözleme %100,#ffffff,#FF0000,ultra,uppercase,vertical,https://images.unsplash.com/photo-1723531449515-af7c14403de3?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ4MHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_081.jpg
82,britannic82,Turkey,Dalyan,Sulungur Caddesi,"36° 49' 54.198"" N","28° 38' 45.318"" E",,36.831722,28.645922,Eser apart,#ffffff,#0000FF,ultra,uppercase,vertical,https://images.unsplash.com/photo-1723328237480-03a9bfcf1638?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ4Mnw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_082.jpg
83,britannic83,Italy,Foiano della Chiana,via Solferino,"43° 15' 13.68"" N","11° 48' 59.358"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1476968446374!6m8!1m7!1s1AobLmgnkJ1QV6u4Y8xBHQ!2m2!1d43.25374249986221!2d11.816422821858!3f64.35601009019894!4f-4.01021418376007!5f0.7820865974627469,43.2538,11.816488,Riparo.it,,,,,,https://images.unsplash.com/photo-1457542553555-6331c3c0855f?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDQ5M3w2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_083.jpg
84,britannic84,Italy,Milano,via Crespi,"45° 29' 35.712"" N","9° 13' 10.698"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1477233705240!6m8!1m7!1s5dFIJ0mNC1d2iOTdoAM-HQ!2m2!1d45.49307619807278!2d9.219522402809389!3f137.53242650050217!4f1.909477928645373!5f0.7820865974627469,45.493253,9.219638,Mini Market Prodotti alimentari e bibite fresche,#ffffff,#FF0000,bold,uppercase,horizontal,https://images.unsplash.com/photo-1721297013582-8735f45b6a8b?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDUxMHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_084.jpg
85,britannic85,Italy,Santa Maria La Palma,via Arzachena,"40° 39' 46.038"" N","8° 16' 17.322"" E",,40.662788,8.271478,Formaggi,#808080,,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1723184935115-79e5d4e3791d?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDUzOHw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_085.jpg
86,britannic86,Italy,Milano,via Lomazzo,"45° 28' 53.778"" N","9° 10' 21.882"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1478683682671!6m8!1m7!1s3_nBt47EqTX94WEPz9K85g!2m2!1d45.48159596708007!2d9.172672371448698!3f78.52092685953696!4f0.9759211638434522!5f0.7820865974627469,45.481605,9.172745,Suonare,#000000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1723011032825-4980449e6ed2?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDU2Nnw2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_086.jpg
87,britannic87,Italy,Milano,via Canonica,"45° 28' 46.908"" N","9° 10' 22.218"" E",,45.479697,9.172838,Prendi 3 paghi 2,#871928,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1690973691921-2f472ec2841a?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDYwN3w2c01WalRMU2tlUXx8ZW58MHx8fHx8,britannic_087.jpg
88,britannic88,Uk,London,Neal's Yard,"51° 30' 51.648"" N","0° 7' 35.01"" W",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1479632973131!6m8!1m7!1sF%3A-GSzNGpuises%2FVeSX7oU-h0I%2FAAAAAAAAA0k%2FIa-49rINTiUAE0ru031hOaTwzb6kukpPgCJkC!2m2!1d51.5144846!2d-0.1263365!3f219.01832035194883!4f0.15005534152125222!5f0.6553728985519748,51.514347,-0.126392,Casanova,#ffffff,#000000,ultra,uppercase,horizontal,https://images.unsplash.com/photo-1726059968922-0396248fdaea?q=80&w=1740&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,britannic_088.jpg
89,britannic89,Uk,London,Borough High Street,"51° 30' 2.58"" N","0° 5' 38.49"" W",,51.500717,-0.094025,12 nuggets meal £6.99 12 stripes meal £6.99 Double filled burger meal + two wings £6.99 Mountain burger meal + five wings £6.99,#000000,#ffffff,ultra,smallcaps,vertical,https://images.unsplash.com/photo-1725652800358-ae3a752cfb68?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHwxMnx8fGVufDB8fHx8fA%3D%3D,britannic_089.jpg
90,britannic90,Italy,Catania,via Gagliani,"37° 30' 7.44"" N","15° 5' 4.038"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1484138049415!6m8!1m7!1sw2ZRdntm_3R6SWxD6paKWA!2m2!1d37.50198964979227!2d15.0844331956128!3f265.8053489658216!4f1.1217048891145112!5f0.4000000000000002,37.502067,15.084455,Baitunnurr Jame Moschea via Gagliani - 7 - catania,#871928,#ffffff,ultra,uppercase,horizontal,https://plus.unsplash.com/premium_photo-1725588379392-7a56d6eff9ab?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHwxOXx8fGVufDB8fHx8fA%3D%3D,britannic_090.jpg
91,britannic91,Italy,Siracusa,viale Teocrito,"37° 4' 31.878"" N","15° 16' 55.818"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1484138284680!6m8!1m7!1scHlHPnwANvTaD6WUv_7woA!2m2!1d37.07551330791198!2d15.28215778034664!3f228.04630841357317!4f3.3724821656824986!5f1.1924812503605782,37.075522,15.282172,Gruppo Immobiliare Casa,#ffffff,#FF0000,ultra,smallcaps,horizontal,https://images.unsplash.com/photo-1720802616209-c174c23f6565?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHwzMHx8fGVufDB8fHx8fA%3D%3D,britannic_091.jpg
92,britannic92,Italy,Ragusa,corso Vittorio Veneto,"36° 55' 30.45"" N","14° 43' 44.838"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1484138459493!6m8!1m7!1sAIZtfkZM3eF2LUIWliZeug!2m2!1d36.92512850608415!2d14.72914452592863!3f156.57808573495487!4f-4.183192498172616!5f0.7820865974627469,36.925125,14.729122,Bibite fresche all'interno,#000000,#ffffff,bold,uppercase,vertical,https://images.unsplash.com/photo-1726041453467-5fa7dce0251d?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHw1Mnx8fGVufDB8fHx8fA%3D%3D,britannic_092.jpg
93,britannic93,Italy,Bologna,via Sant'Isaia,"44° 29' 37.932"" N","11° 19' 57.12"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1484138608680!6m8!1m7!1s1Ccwq5-QBoqN5Gz2N1_1rA!2m2!1d44.49395466167395!2d11.33244920513164!3f183.62467372308012!4f0.0022406696020453865!5f0.7820865974627469,44.49387,11.332533,Easy bar,#000000,#ffffff,ultra,smallcaps,horizontal,https://images.unsplash.com/photo-1726056652663-8f1e42b2fc95?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxmZWF0dXJlZC1waG90b3MtZmVlZHw1OHx8fGVufDB8fHx8fA%3D%3D,britannic_093.jpg
94,britannic94,Italy,Bologna,via Mascarella,"44° 29' 53.7"" N","11° 20' 57.6"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1485512133723!6m8!1m7!1sIsoskNGwUv3SwRxGTH9D0A!2m2!1d44.49813028071571!2d11.34925577961693!3f257.16722081334615!4f-3.5296396054109067!5f0.4000000000000002,44.49825,11.349333,Live is better!,#0000FF,#0000FF,ultra,smallcaps,vertical,https://images.unsplash.com/photo-1674407729043-c21b71fded37?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDYwfDZzTVZqVExTa2VRfHxlbnwwfHx8fHw%3D,britannic_094.jpg
95,britannic95,Italy,Napoli,"Vico San Domenico Maggiore,","40° 50' 57.48"" N","14° 14' 43.428"" E",https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sit!4v1487067110549!6m8!1m7!1sR2RlLWi38OWyNiZqlfU-qA!2m2!1d40.84936628986546!2d14.25429939843602!3f229.84082989153143!4f-10.270500328583864!5f0.4000000000000002,40.849006,14.254547,Panchina sosta mariti,#000000,#ffffff,bold,uppercase,horizontal,https://images.unsplash.com/photo-1725489891089-5960671a3433?w=500&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHx0b3BpYy1mZWVkfDk4fDZzTVZqVExTa2VRfHxlbnwwfHx8fHw%3D,britannic_095.jpg
